1. Faixa etária:;2. Gênero:;3. Universidade pública do Estado do Paraná em que atua:;5. Área principal de atuação docente:;7. Tempo de docência no Ensino Superior (não somente na atual IES):;8. Maior titulação acadêmica concluída:;9. Minha formação inicial abordou adequadamente o uso pedagógico de tecnologias digitais educacionais.;10. Sinto-me preparado(a) para incorporar novas tecnologias digitais educacionais às minhas práticas docentes.;11. Já tive contato formativo com o tema Inteligência Artificial aplicada à educação.;12. Nos últimos 24 meses, participei de formações continuadas em tecnologias educacionais.;13. Tenho uma compreensão clara do que é Inteligência Artificial e de como ela funciona em termos gerais.;14. Conheço a diferença entre Inteligência Artificial tradicional (preditiva) e Inteligência Artificial generativa (criativa).;15. Já utilizei ferramentas de IA generativa em contextos pessoais ou profissionais.;16. Sinto-me confiante para avaliar criticamente respostas ou conteúdos gerados por ferramentas de IA.;17. Considero que a IA terá impacto significativo no ensino superior nos próximos anos.;18. Quais ferramentas de IA você já utilizou ao menos uma vez?  ;19. Para quais finalidades você usa IA?  ;20. Utilizo ferramentas de IA para apoiar o planejamento de aulas e atividades didáticas.;21. Utilizo IA para criar ou adaptar materiais didáticos considerando o perfil dos estudantes.;22. Integro a IA em atividades de ensino alinhadas a objetivos pedagógicos claros.;23. Utilizo IA para apoiar processos de avaliação formativa (feedback, rubricas, análise de produções).;24. Consigo identificar limites, riscos e implicações éticas do uso da IA em processos avaliativos.;25. Considero aspectos éticos (viés, privacidade, autoria) ao utilizar IA em contextos educacionais.;26. Discuto com meus estudantes o uso responsável e crítico da IA.;27. Busco ativamente atualizar-me sobre IA e suas implicações para a educação.;28. Compartilho, discuto ou oriento colegas sobre práticas pedagógicas envolvendo IA.;29. A formação docente em IA generativa pode contribuir para a melhoria da qualidade do ensino superior.;30. O uso pedagógico adequado da IA pode tornar as aulas mais engajadoras e significativas.;31. A formação em IA pode apoiar práticas pedagógicas mais inclusivas e personalizadas.;32. Sem formação adequada, o uso da IA pode gerar impactos negativos na educação superior.;33. Existe alguma orientação/política institucional (ou do curso/departamento) sobre uso de IA por docentes e estudantes na IES onde atua?  ;"34. Na sua opinião, qual é a principal dificuldade para a adoção, o uso, de IA no ensino superior? 
(Marque até 2 opções)";35. Se você pudesse participar de uma formação docente, qual seria o seu formato preferido?;36. Qual a quantidade de horas que você acha ideal ter para uma formação docente (independente do formato)?;37. Quais são, em sua opinião, as principais dificuldades para o uso pedagógico da IA no ensino superior?;38. Quais conhecimentos ou competências você considera prioritários em uma formação docente sobre IA e IA generativa, no contexto universitário?;39. Como você acredita que uma formação em IA pode impactar sua prática docente e a aprendizagem dos estudantes universitários?
Acima de 60 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;3;5;4;Nenhuma;3;4;3;3;5;ChatGPT, Gemini, Claude, Perplexity, One, grok;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios;4;5;5;4;6;6;6;6;5;5;5;5;4;Não existe;Falta de infraestrutura tecnológica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);40 horas;material tecnologico em sala de aula para explorar a dinamicidade da IA;"Para formar docentes que usem IA e IA generativa (ex.: como ChatGPT) de forma ética e eficaz no ensino superior, priorizo competências que equilibrem teoria, prática e reflexão crítica. Aqui vai uma lista essencial, focada no contexto universitário:
Fundamentos de IA e Machine Learning: Entender conceitos básicos como algoritmos de aprendizado supervisionado/não supervisionado, redes neurais e transformers. Isso ajuda a explicar como a IA ""pensa"" e limita seus erros (alucinações).
Uso Prático de Ferramentas Generativas: Dominar prompts eficazes (prompt engineering), ferramentas como GPTs, Stable Diffusion ou Google Gemini. Prática em gerar textos, imagens e códigos para aulas, evitando dependência cega.
Ética, Viés e Responsabilidade: Identificar vieses em dados de treinamento, impactos sociais (desinformação, desigualdade) e normas como LGPD/GDPR. Essencial para debater plágio acadêmico e uso responsável na avaliação.
Integração Pedagógica: Estratégias para incorporar IA em aulas (ex: chatbots para tutoria, análise de dados em projetos). Foco em flipped classroom e aprendizagem ativa, onde IA apoia, não substitui, o professor.
Avaliação Crítica e Verificação: Treinar para checar saídas de IA (fact-checking, detecção de deepfakes). Incluir métricas como precisão e criatividade humana vs. gerada.
Programação Básica e Dados: Python simples (bibliotecas como Hugging Face ou LangChain) e manipulação de dados. Permite customizar modelos e ensinar ciência de dados.
Essas competências formam um docente que transforma IA em aliada, promovendo pensamento crítico em alunos.
Resumindo 
Teoria básica + prática ética = base sólida. 
Focar em integração pedagógica evita riscos como plágio. 
Priorizar verificação para manter credibilidade acadêmica.
Comparar com currículos de outras universidades.

";sim
41 a 50 anos;Feminino;Universidade Estadual de Maringá - UEM;Linguagens, Letras e Artes;11 a 20 anos;Doutorado;1;4;5;4 - 5;5;4;5;5;5;ChatGPT, Gemini, Claude, Perplexity;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica, Comunicação administrativa;4;4;4;4;6;6;6;6;5;5;5;5;5;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica, Falta de tempo para explorar ferramentas, Resistência institucional ou pessoal;Híbrido;30 horas;;;
41 a 50 anos;Feminino;Universidade Estadual de Ponta Grossa - UEPG;Ciências Exatas e Tecnológicas;11 a 20 anos;Doutorado;1;2;1;Nenhuma;3;2;1;4;5;ChatGPT, Copilot, Gemini;Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica, Comunicação administrativa;1;1;0;1;1;1;1;1;0;4;4;4;4;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);20 horas;;;
51 a 60 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;Mais de 20 anos;Doutorado;1;4;4;6 ou mais;5;5;5;5;5;ChatGPT, Gemini, Claude, DALL·E/Midjourney/Leonardo, Ferramentas diversas de edição e criação de imagens;Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;3;3;3;0;4;4;5;5;4;4;4;2;5;Não existe;Falta de formação docente específica, Desconhecimento e falta de discusão sobre as possibilidades positivas e sobre os riscos do uso não-informado;Híbrido;20 horas;"Primeiro, conhecer as limitações e as possibilidades das ferramentas. Depois entender que são novas ferramentas, mas que é preciso um suporte metodológico e prático para que os docentes possam aplicar em sala de aula (e efetivamente medir se estão tendo sucesso). Minha grande crítica é que a área pedagógica se debruça por demais em questões puramente conceituais (que são de interesse da Pedagogia mas não atendem os anseios das demais áreas de conhecimento). Então as discussões se tornam por demais filosóficas e muito menos práticas ou aplicadas, o que é de fato demandando por docentes das mais diversas áreas. Então boa parte do problema não é restrito ao uso da IA, mas perpassa e é recorrente em todas as ""capacitações"" ou ""formações"" que envolvem assuntos como avaliação, perfil dos alunos, didática e assim por diante. Só tenho visto avanços em trazer sistematização e utilidade em poucos cursos que têm o foco específico em Metodologias Ativas, e entendo que é nesse tipo de arcabouço que a IA generativa (e não generativa também) precisam ser apresentadas, discutidas e instrumentalizadas para os docentes.";"- Primeiro, entender as bases conceituais de como funcionam tais mecanismos
- Segundo, discutir o contexto atual de cacofonia sobre o tema com a excessiva sensacionalização das possibilidades
- Terceiro, discutir abertamente e baseado em evidências os impactos reais humanos, sociais, ambientais e econômicos.
- Quarto, contextualizar criticamente como algumas ferramentas podem ou não serem usadas, com menos foco em produtos em si, mas em processos e mecanismos de autoanálise e crítica dos resultados
- Quinto, discussão profunda sobre como os discentes entram neste contexto, e como motivá-los para os usos adequados e alertá-los dos riscos de dependência ou uso excessivo";Creio que um espaço de compartilhamento de experiências e de proposição de metodologias ativas ancoradas em evidências seria de extrema valia, não só como aprimoramento pessoal como trazendo novas possibilidade de repensar a prática na sala de aula (com prática, não com teoria pedagógica)
31 a 40 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;11 a 20 anos;Doutorado;2;3;4;Apenas 1;4;3;4;4;4;ChatGPT;Planejamento de aula, Criação de materiais didáticos, Pesquisa acadêmica, Comunicação administrativa;1;1;1;1;2;2;1;1;1;4;3;4;4;Sim, mas pouco clara;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);menos de 20 Horas;Falta de tempo para conhecer as oportunidades ;Exemplos direcionados para cada área de aplicação de IA;Pode ajudar na aproximação com os estudantes, de tecnologia utilizadas por eles.
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Biológicas e da Saúde;11 a 20 anos;Doutorado;1;3;5;2 - 3;3;3;5;2;5;ChatGPT, Gemini, Perplexity, Notebook LM;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Comunicação administrativa;3;3;3;2;2;3;2;3;3;5;5;5;5;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica;Híbrido;40 horas;Falta de formação e acesso a ferramentas que apresentam versoes pagas. ;Conhecer os conceitos basicos de IA para uso adequado das ferramentas de IA, alem da capacidade para usar as ferrmantas de forma ética e responsavel.;Acredito que a formação ira qualificar a prática docente permitindo uma melhoria no planejamento e uso de estratégias pedagógicas inovadoras. Para os estudantes, acredito que possa favorecer uma aprendizagem mais ativa e personalizada, além de estimular o pensamento crítico e o uso responsável das tecnologias.
31 a 40 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;2 a 5 anos;Doutorado;1;4;1;2 - 3;4;4;5;5;5;ChatGPT, Copilot, Gemini, Claude, DALL·E/Midjourney/Leonardo;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Pesquisa acadêmica, Orientação de estudantes, Comunicação administrativa;3;4;4;3;4;4;6;6;6;5;5;5;5;Sim, bem clara;Falta de tempo para explorar ferramentas, Resistência institucional ou pessoal;Totalmente presencial;20 horas;Ego e preciosismo de docentes e discentes. Ou em palavras mais brandas, medo de ser substituído.;Entender o que é pensar de forma inteligente e entender como a IA entrega os resultados.;A IA aumenta a velocidade de produção de materiais permitindo um intervalo maior de interação com as experiências dos alunos, pré e pós disciplina. 
41 a 50 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Humanas e Sociais;2 a 5 anos;Doutorado;2;2;4;Apenas 1;3;2;5;1;5;ChatGPT, Gemini;Planejamento de aula, Elaboração de atividades/exercícios, Avaliação/feedback, Orientação de estudantes;2;2;2;2;1;2;3;1;1;4;4;4;3;Não existe;Falta de infraestrutura tecnológica, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);20 horas;;;
41 a 50 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;11 a 20 anos;Doutorado;1;2;2;2 - 3;4;4;5;4;5;ChatGPT, Gemini, Claude, Perplexity;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Orientação de estudantes, Comunicação administrativa;4;4;4;4;4;4;4;4;0;5;3;4;5;Não existe;Resistência institucional ou pessoal;Totalmente remoto (online);mais de 40 horas;Falta de conhecimento da ferramenta.;Saber criar o próprio agente de IA.;Melhora na qualidade didática das aulas.
31 a 40 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;6 a 10 anos;Mestrado;3;3;2;Apenas 1;4;4;3;4;3;ChatGPT, Gemini, Notebook LM;Planejamento de aula, Comunicação administrativa;1;1;0;0;4;4;4;1;1;4;4;4;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);30 horas;Idem questão 34.;"Questões éticas e legais; ferramentas; aplicações e exemplos práticos nas melhores ferramentas.";"Melhores materiais visuais de aulas (slides), melhor distribuição/planejamento de conteúdos; criação de exercícios e exemplos; uso de novas metodologias educacionais."
41 a 50 anos;Feminino;Universidade Estadual do Norte do Paraná - UENP;Ciências Biológicas e da Saúde;11 a 20 anos;Doutorado;1;3;1;Nenhuma;5;3;5;5;5;ChatGPT, Copilot, Gemini;Pesquisa acadêmica, Orientação de estudantes, Comunicação administrativa;1;1;1;1;6;6;4;3;1;5;5;5;5;Não existe;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);20 horas;;;
51 a 60 anos;Feminino;Universidade Estadual do Norte do Paraná - UENP;Multidisciplinar / Outra;11 a 20 anos;Doutorado;1;1;1;Nenhuma;1;1;1;1;5;Nenhuma;Ainda não utilizei IA;0;0;0;0;0;0;3;3;3;3;3;3;5;Não existe;Falta de formação docente específica;Híbrido;20 horas;A minha é a falta de domínio e o excesso de preocupação;Domínio;De forma positiva
41 a 50 anos;Masculino;Universidade Estadual do Norte do Paraná - UENP;Ciências Humanas e Sociais;6 a 10 anos;Doutorado;1;3;3;Nenhuma;3;3;4;3;5;ChatGPT, Copilot, DALL·E/Midjourney/Leonardo;Comunicação administrativa;0;0;0;0;0;0;0;0;0;3;3;3;5;Não sei informar;Falta de formação docente específica, Falta de infraestrutura tecnológica, Questões éticas e insegurança quanto ao uso, Resistência institucional ou pessoal;Totalmente remoto (online);40 horas;"As principais dificuldades para o uso pedagógico da inteligência artificial no ensino superior envolvem, inicialmente, a persistência de um bloqueio pedagógico em muitas instituições, a insuficiência de equipamentos e infraestrutura tecnológica e a fragilidade dos processos de capacitação docente. Soma-se a isso o fato de que grande parte das iniciativas institucionais voltadas à IA não se configura, de fato, como formação, mas como simples instrução operacional. Em lugar de promover compreensão crítica, reflexão epistemológica e apropriação conceitual dessas tecnologias, muitos cursos limitam-se ao ensino instrumental de interfaces e comandos, reproduzindo uma lógica tecnicista, pragmática e, em grande medida, acrítica. Dessa forma, docentes e estudantes são levados a aprender a utilizar plataformas específicas, mas não a compreender os fundamentos técnicos, políticos e econômicos que estruturam seu funcionamento. Esse problema torna-se mais evidente quando a inserção da IA no ambiente universitário se reduz à engenharia de prompt ou à replicação de ferramentas como ChatGPT, Gemini e Perplexity, como se o domínio dessas interfaces fosse suficiente para responder aos desafios contemporâneos da educação superior. Tal abordagem empobrece o debate e restringe o potencial pedagógico da IA a um treinamento funcional, voltado mais para adaptação ao mercado de plataformas do que para a produção autônoma de conhecimento. O que está em jogo, porém, é a necessidade de compreender de que modo essas tecnologias participam de uma transformação mais ampla nos regimes de produção, circulação e validação da ciência. Isso exige discutir, com maior profundidade, o funcionamento dos modelos de linguagem de grande escala, bem como os princípios de machine learning e deep learning, a fim de evitar a falsa ideia de que tais sistemas sejam inteligências autônomas. Trata-se, na realidade, de modelos estatísticos treinados sobre grandes volumes de dados, orientados por objetivos específicos e inscritos em infraestruturas técnicas e corporativas vinculadas à lógica do big data.
Além das limitações pedagógicas e formativas, emerge um risco estratégico relacionado à soberania de dados no interior das universidades. A adoção pouco crítica de plataformas privadas de inteligência artificial pode transformar instituições de ensino e pesquisa em fornecedoras involuntárias de dados, conteúdos e conhecimentos produzidos no âmbito acadêmico. Pesquisas em andamento, relatórios, planos de aula, artigos, resumos, projetos e diferentes formas de produção intelectual podem passar a alimentar ecossistemas corporativos de informação, ampliando a dependência tecnológica das universidades em relação às big techs. Nesse sentido, o problema não se limita ao uso didático de uma ferramenta, mas alcança a própria autonomia científica e institucional da universidade. Sem políticas robustas de proteção, governança e circulação de dados, corre-se o risco de deslocar para empresas privadas parcelas significativas do valor informacional gerado pela pesquisa pública e pela atividade acadêmica. Por isso, discutir o uso pedagógico da IA no ensino superior implica também debater formação crítica, infraestrutura pública, regulação tecnológica e soberania informacional.
";"Considero prioritária uma formação docente que combine um viés pragmático com uma abordagem crítica. No contexto universitário, isso significa partir do uso concreto das ferramentas e de suas interfaces, porque são elas que, de início, organizam a experiência cotidiana de professores e estudantes, mas sem reduzir a formação a um treinamento funcional. O ponto de partida pode ser o domínio prático de plataformas de IA generativa, seus recursos de escrita, síntese, revisão, organização de ideias e apoio à pesquisa. No entanto, esse uso precisa abrir caminho para níveis mais profundos de compreensão e intervenção, de modo que o docente não permaneça apenas como usuário de sistemas prontos, mas avance para uma apropriação técnica e metodológica mais autônoma.
Nessa direção, um eixo central da formação deve ser o aprofundamento da engenharia de prompts, entendida não como mera técnica para obter respostas mais rápidas, mas como exercício de estruturação de problemas, explicitação de contexto, definição de critérios e refinamento de comandos. Trabalhar com prompts de forma rigorosa permite ao docente compreender que a qualidade das saídas depende da formulação da entrada, do enquadramento da tarefa e da capacidade de avaliação crítica do resultado. Essa competência é importante porque ajuda a deslocar o uso da IA do consumo passivo para uma prática de mediação consciente, comparativa e analítica.
Ao mesmo tempo, essa formação deve ir além das interfaces conversacionais e introduzir linguagens e ambientes que ampliem a autonomia docente, especialmente Python, notebooks computacionais e ferramentas de construção de agentes. O contato com Python, mesmo em nível introdutório, pode permitir ao professor compreender fluxos de automação, tratamento de dados, análise textual, integração de APIs e criação de procedimentos replicáveis para pesquisa e ensino. Da mesma forma, espaços como Jupyter Notebook são relevantes porque favorecem experimentação, documentação do processo, transparência metodológica e pesquisa colaborativa. Em ambiente universitário, isso é decisivo, pois o notebook não serve apenas para programar, mas para registrar etapas, combinar texto, código, dados e interpretação, criando condições mais robustas para investigação coletiva, reprodutibilidade e reflexão crítica sobre os próprios procedimentos adotados.
Outro conhecimento prioritário é a compreensão prática da construção e do uso de agentes. O professor não precisa, necessariamente, tornar-se um desenvolvedor especializado, mas deve compreender o que significa configurar agentes com objetivos, fontes, memória, regras e limites operacionais. Essa competência é importante porque desloca o debate da simples interação com chats para formas mais complexas de apoio à pesquisa, organização de informação, acompanhamento de tarefas e simulação de fluxos acadêmicos. Com isso, a formação docente passa a considerar a IA não apenas como interface de consulta, mas como infraestrutura de trabalho intelectual que pode ser configurada, auditada e criticada.
Além das competências técnicas, considero essencial uma percepção crítica sobre os mecanismos de detecção de textos generativos, inclusive em sistemas como o Turnitin. A formação docente precisa mostrar que esses detectores não operam como instrumentos de verdade absoluta, mas como sistemas probabilísticos, sujeitos a margens de erro, falsos positivos, falsos negativos e critérios nem sempre transparentes. Sem essa compreensão, há o risco de transformar ferramentas de detecção em dispositivos automáticos de julgamento, com efeitos problemáticos sobre avaliação, confiança pedagógica e integridade acadêmica. O docente precisa saber ler esses relatórios com cautela, compreender seus limites técnicos e evitar que a decisão pedagógica seja substituída por um parecer algorítmico.
Por isso, a formação universitária em IA deve articular quatro níveis. O primeiro é o domínio operacional das interfaces mais difundidas. O segundo é o aprofundamento metodológico da engenharia de prompts. O terceiro é a ampliação da autonomia técnica por meio de Python, notebooks e construção de agentes. O quarto é a formação crítica para compreender limites, vieses, regimes de dados, formas de detecção e impactos sobre ensino, pesquisa e avaliação. Essa articulação é importante porque evita dois extremos igualmente problemáticos: de um lado, a rejeição abstrata da tecnologia; de outro, a adesão acrítica às soluções ofertadas pelas plataformas.
Em síntese, uma formação docente consistente sobre IA e IA generativa, no contexto universitário, deve ensinar o professor a usar, testar, interpretar, configurar e questionar essas tecnologias. Deve partir das ferramentas disponíveis, mas avançar para linguagens, ambientes e práticas que ampliem a autonomia intelectual e metodológica da docência. Sem esse movimento, a universidade corre o risco de formar apenas operadores de interface, quando o necessário é formar sujeitos capazes de intervir criticamente nos novos modos de produção, circulação e validação do conhecimento.
";"Uma formação em IA pode qualificar minha prática docente ao ampliar o planejamento de aulas, a produção de materiais e a criação de estratégias de ensino e avaliação mais ajustadas ao contexto universitário. Também permite incorporar métodos e ferramentas para identificar indícios de uso de IA pelos discentes, não como mecanismo automático de punição, mas como apoio à análise pedagógica e à condução ética do processo avaliativo.
Para os estudantes, o impacto tende a ser positivo quando o uso da IA é balizado por critérios claros de autoria, transparência e responsabilidade acadêmica. Nesse sentido, a formação docente também é importante para definir parâmetros éticos de uso, distinguindo apoio legítimo à aprendizagem de práticas que comprometam a integridade acadêmica.
"
